,session,subject,parent_det_str,child_det_str,parent_indef_def_adj_nps
49260,3,72,the school,,the school
49312,3,72,a fan,,a fan
49315,3,72,a fan,,a fan
49319,3,72,a fan,,a fan
49327,3,72,the fan,,the fan
49346,3,72,a book,,a book
49354,3,72,the airconditioner,,the airconditioner
49374,3,72,a lunch,,a lunch
49377,3,72,the pumpkin,,the pumpkin
49387,3,72,a rest,,a rest
49431,3,72,a lunch,,a lunch
49453,3,72,a rest,,a rest
49454,3,72,a rest,,a rest
49498,3,72,a bit,,a bit
49502,3,72,a bit,,a bit
49518,3,72,the refrigerator,,the refrigerator
49535,3,72,a wagon,,a wagon
49572,3,72,a bite,,a bite
49573,3,72,a bite,,a bite
49628,3,72,a spoon,,a spoon
49645,3,72,the highchair,,the highchair
49670,3,72,the highchair,,the highchair
49679,3,72,the mouth,,the mouth
49681,3,72,a water,,a water
49692,3,72,a couple,,a couple
49728,3,72,a bit,,a bit
49731,3,72,a piece,,a piece
49734,3,72,a bite,,a bite
49737,3,72,a bite,,a bite
49739,3,72,a boy,,a boy
49748,3,72,the light,,the light
49803,3,72,the kitchen,,the kitchen
49804,3,72,the kitchen,,the kitchen
49805,3,72,the kitchen,,the kitchen
49809,3,72,the kitchen,,the kitchen
49810,3,72,the table,,the table
49812,3,72,the table,,the table
49821,3,72,the bathroom,,the bathroom
49822,3,72,the bathroom,,the bathroom
49825,3,72,the bathroom,,the bathroom
49843,3,72,a touch,,a touch
49853,3,72,a couple,,a couple
49857,3,72,a couple,,a couple
49860,3,72,a book,,a book
49871,3,72,the caterpillar,,the caterpillar
49872,3,72,the caterpillar,,the caterpillar
49921,3,72,the couch,,the couch
49925,3,72,the chair,,the chair
49943,3,72,a tea,,a tea
49948,3,72,the chair,,the chair
49949,3,72,the floor,,the floor
49951,3,72,the floor,,the floor
49953,3,72,the chair,,the chair
49958,3,72,the chair,,the chair
49959,3,72,the floor,,the floor
49963,3,72,a baby,,a baby
49978,3,72,the table,,the table
49985,3,72,the chair,,the chair
49990,3,73,the center,,the center
49991,3,73,the center,,the center
50054,3,73,a taco,,a taco
50115,3,73,the plant,,the plant
50130,3,73,the bowl,,the bowl
50140,3,73,the garbage,,the garbage
50318,3,73,the toilet,,the toilet
50351,3,73,the toilet,,the toilet
50352,3,73,a lot,,a lot
50357,3,73,a bath,,a bath
50359,3,73,a bath,,a bath
50361,3,73,a bath,,a bath
50368,3,73,a bath,,a bath
50372,3,73,a dress,,a dress
50455,3,73,the baby,,the baby
50456,3,73,the baby,,the baby
50490,3,73,the radio,,the radio
50510,3,73,the light,,the light
50515,3,73,the hiccups,,the hiccups
50525,3,73,a game,,a game
50529,3,73,a game,,a game
50530,3,73,a game,,a game
50532,3,73,a game,,a game
50533,3,73,a game,,a game
50549,3,73,the bed,,the bed
50573,3,73,a bear,,a bear
50580,3,73,the side,,the side
50631,3,73,a telephone,,a telephone
50634,3,73,the phone,,the phone
50668,3,73,a helper,,a helper
50675,3,73,a car,,a car
50741,3,73,the phone,,the phone
50779,3,73,a bit,,a bit
50822,3,73,the door,,the door
50898,3,73,a minute,,a minute
50899,3,73,a chance,,a chance
50904,3,73,the pieces,,the pieces
50926,3,73,the board,,the board
50938,3,73,the pieces,,the pieces
50985,3,73,a lady,,a lady
51008,3,73,the star,,the star
51085,3,73,the garbage,,the garbage
51096,3,73,a pullup,,a pullup
51128,3,73,a foot,,a foot
51205,3,73,the chair,,the chair
51218,3,73,the place,,the place
51219,3,73,a game,,a game
51235,3,73,the girl,,the girl
51272,3,73,a game,,a game
51274,3,73,a game,,a game
51302,3,73,a game,,a game
51609,3,74,a snack,,a snack
51610,3,74,a snack,,a snack
51614,3,74,the raspberries,,the raspberries
51634,3,74,the table,,the table
51639,3,74,a plum,,a plum
51647,3,74,the part,,the part
51649,3,74,the plum,,the plum
51656,3,74,the floor,,the floor
51667,3,74,the cob,,the cob
51695,3,74,a plum,,a plum
51724,3,74,the plum,,the plum
51726,3,74,the plum,,the plum
51734,3,74,a napkin,,a napkin
51739,3,74,a plum,,a plum
51791,3,74,the table,,the table
51888,3,75,a rainbow,,a rainbow
51893,3,75,a rainbow,,a rainbow
51895,3,75,a rainbow,,a rainbow
51896,3,75,the ladybug,,the ladybug
51901,3,75,a rainbow,,a rainbow
51902,3,75,the ribbon,,the ribbon
51907,3,75,a rainbow,,a rainbow
51911,3,75,a rainbow,,a rainbow
51913,3,75,a rainbow,,a rainbow
51914,3,75,the rabbit,,the rabbit
51935,3,75,a rainbow,,a rainbow
51945,3,75,a rainbow,,a rainbow
51946,3,75,the chick,,the chick
51947,3,75,the chick,,the chick
51951,3,75,the bunny,,the bunny
51956,3,75,a rainbow,,a rainbow
51958,3,75,a rainbow,,a rainbow
51959,3,75,the ribbons,,the ribbons
51976,3,75,a rainbow,,a rainbow
51982,3,75,a blue,,a blue
51986,3,75,a rabbit,,a rabbit
51987,3,75,the butterfly,,the butterfly
51990,3,75,a rainbow,,a rainbow
51996,3,75,a rainbow,,a rainbow
51998,3,75,the colors,,the colors
52009,3,75,a bluebird,,a bluebird
52035,3,75,the mood,,the mood
52036,3,75,the clothesline,,the clothesline
52043,3,75,a sheet,,a sheet
52045,3,75,the farmyard,,the farmyard
52046,3,75,the chicken,,the chicken
52050,3,75,the cows,,the cows
52051,3,75,the cows,,the cows
52058,3,75,the cows,,the cows
52060,3,75,the cows,,the cows
52065,3,75,the pond,,the pond
52068,3,75,the ducks,,the ducks
52071,3,75,a ghost,,a ghost
52081,3,75,a mouthful,,a mouthful
52109,3,75,the roll,,the roll
52137,3,75,the diningroom,,the diningroom
52140,3,75,the grocery,,the grocery
52159,3,75,the front,,the front
52171,3,75,a birthday,,a birthday
52173,3,75,a page,,a page
52174,3,75,the one,,the one
52175,3,75,the day,,the day
52179,3,75,a party,,a party
52187,3,75,a horsie,,a horsie
52189,3,75,the tail,,the tail
52194,3,75,the window,,the window
52198,3,75,a present,,a present
52200,3,75,a present,,a present
52201,3,75,a ball,,a ball
52206,3,75,the tail,,the tail
52208,3,75,the donkey,,the donkey
52216,3,75,a time,,a time
52225,3,75,a street,,a street
52238,3,75,the firefighters,,the firefighters
52255,3,75,the line,,the line
52261,3,75,the bell,,the bell
52286,3,75,a rooster,,a rooster
52295,3,75,a rooster,,a rooster
52297,3,75,a cow,,a cow
52323,3,75,a pig,,a pig
52325,3,75,a piggie,,a piggie
52333,3,75,a goat,,a goat
52353,3,75,the front,,the front
52358,3,75,the spider,,the spider
52359,3,75,the wind,,the wind
52364,3,75,the horse,,the horse
52365,3,75,a ride,,a ride
52366,3,75,a page,,a page
52370,3,75,the cow,,the cow
52377,3,75,the goat,,the goat
52378,3,75,the rocks,,the rocks
52385,3,75,the page,,the page
52389,3,75,the pig,,the pig
52390,3,75,the mud,,the mud
52393,3,75,the dog,,the dog
52394,3,75,the cat,,the cat
52401,3,75,the page,,the page
52408,3,75,the cat,,the cat
52409,3,75,a nap,,a nap
52412,3,75,the page,,the page
52415,3,75,a nap,,a nap
52419,3,75,the duck,,the duck
52424,3,75,a swim,,a swim
52441,3,75,the rooster,,the rooster
52443,3,75,a fly,,a fly
52445,3,75,the spider,,the spider
52450,3,75,the owl,,the owl
52455,3,75,the bus,,the bus
52475,3,75,the bus,,the bus
52480,3,75,the bus,,the bus
52481,3,75,the bus,,the bus
52484,3,75,the bus,,the bus
52496,3,75,the people,,the people
52501,3,75,the horn,,the horn
52521,3,75,a page,,a page
52522,3,75,the baby,,the baby
52524,3,75,the baby,,the baby
52529,3,75,the parents,,the parents
52591,3,75,a helicopter,,a helicopter
52595,3,75,a baby,,a baby
52615,3,75,a doggie,,a doggie
52616,3,75,a fire,,a fire
52643,3,75,a fireman,,a fireman
52648,3,75,a fire,,a fire
52654,3,75,the window,,the window
52658,3,75,a fire,,a fire
52659,3,75,the tree,,the tree
52661,3,75,a fire,,a fire
52669,3,75,the park,,the park
52670,3,75,the park,,the park
52672,3,75,a doggie,,a doggie
52683,3,75,a doggie,,a doggie
52689,3,75,a doggie,,a doggie
52694,3,75,a motorcycle,,a motorcycle
52699,3,75,a motorcycle,,a motorcycle
52721,3,75,a doggie,,a doggie
52725,3,75,a rest,,a rest
52727,3,75,a row,,a row
52730,3,75,the wall,,the wall
52737,3,75,a story,,a story
52756,3,75,a baby,,a baby
52758,3,75,a baby,,a baby
52764,3,75,a dinosaur,,a dinosaur
52771,3,75,a nap,,a nap
52781,3,75,a bath,,a bath
52783,3,75,a bath,,a bath
52905,3,75,the ground,,the ground
52907,3,75,the ground,,the ground
52924,3,75,a couple,,a couple
52943,3,75,the one,,the one
52945,3,75,the light,,the light
52949,3,75,the step,,the step
52950,3,75,the step,,the step
52952,3,75,the step,,the step
52955,3,75,the step,,the step
52959,3,75,the light,,the light
52960,3,75,the light,,the light
52966,3,75,the light,,the light
52969,3,75,the light,,the light
52998,3,75,the morning,,the morning
53019,3,75,a bit,,a bit
53027,3,75,a bit,,a bit
53046,3,75,the face,,the face
53048,3,75,the face,,the face
53086,3,75,a voice,,a voice
53093,3,75,a froggie,,a froggie
53094,3,75,a turtle,,a turtle
53106,3,75,a unicycle,,a unicycle
53110,3,75,a doggie,,a doggie
53112,3,75,a town,,a town
53129,3,75,a duck,,a duck
53137,3,75,the snowflake,,the snowflake
53145,3,75,the day,,the day
53157,3,75,a boy,,a boy
53186,3,75,the dogs,,the dogs
53210,3,75,a night,,a night
53234,3,75,the one,,the one
53245,3,75,the kitty,,the kitty
53249,3,75,the picture,,the picture
53251,3,75,the pages,,the pages
53252,3,75,the face,,the face
53279,3,75,a birdie,,a birdie
53283,3,75,the back,,the back
53286,3,75,a doggie,,a doggie
53313,3,75,the pennies,,the pennies
53318,3,75,a button,,a button
53331,3,75,the phone,,the phone
53342,3,75,the kitchen,,the kitchen
53347,3,75,the floor,,the floor
53378,3,75,a nap,,a nap
53383,3,75,a bath,,a bath
53387,3,75,a bath,,a bath
53409,3,75,the diaper,,the diaper
53410,3,75,the dad,,the dad
53433,3,75,the fire,,the fire
53481,3,75,a baby,,a baby
53504,3,75,the taxi,,the taxi
53506,3,75,a taxi,,a taxi
53510,3,75,a baby,,a baby
53512,3,75,a moon,,a moon
53525,3,75,a helicopter,,a helicopter
53533,3,75,a watermelon,,a watermelon
53534,3,75,a helicopter,,a helicopter
53552,3,75,the duckie,,the duckie
53559,3,75,the taxi,,the taxi
53562,3,75,a taxi,,a taxi
53589,3,75,the time,,the time
53590,3,75,a birthday,,a birthday
53621,3,76,the juice,,the juice
53635,3,76,the juice,,the juice
53636,3,76,the juice,,the juice
53639,3,76,the juice,,the juice
53650,3,76,a spanking,,a spanking
53651,3,76,a spanking,,a spanking
53670,3,76,the belt,,the belt
53690,3,76,the stairs,,the stairs
53724,3,76,a boy,,a boy
53732,3,76,a book,,a book
53733,3,76,a book,,a book
53736,3,76,a book,,a book
53738,3,76,a book,,a book
53739,3,76,a book,,a book
53740,3,76,the book,,the book
53741,3,76,the book,,the book
53768,3,76,the book,,the book
53778,3,76,the giraffe,,the giraffe
53796,3,76,the duck,,the duck
53800,3,76,the duck,,the duck
53801,3,76,the duck,,the duck
53802,3,76,the duck,,the duck
53830,3,76,the duck,,the duck
53834,3,76,the train,,the train
53879,3,76,the clown,,the clown
53883,3,76,the nose,,the nose
53885,3,76,the mouth,,the mouth
53894,3,76,a turn,,a turn
53896,3,76,the fish,,the fish
53898,3,76,the fish,,the fish
53899,3,76,the fish,,the fish
53902,3,76,the tv,,the tv
53904,3,76,the tv,,the tv
53905,3,76,the tv,,the tv
53908,3,76,the book,,the book
53911,3,76,the cake,,the cake
53919,3,76,the drum,,the drum
53931,3,76,the icecream,,the icecream
53934,3,76,the shoes,,the shoes
53937,3,76,the shoes,,the shoes
53938,3,76,the boy,,the boy
53941,3,76,the chair,,the chair
53944,3,76,a chair,,a chair
53946,3,76,a chair,,a chair
53959,3,76,the book,,the book
53986,3,76,the book,,the book
53987,3,76,the trucks,,the trucks
53988,3,76,the trucks,,the trucks
53990,3,76,the trucks,,the trucks
53991,3,76,the trucks,,the trucks
53993,3,76,the trucks,,the trucks
54012,3,76,the book,,the book
54015,3,76,the book,,the book
54131,3,76,the bear,,the bear
54133,3,76,the bear,,the bear
54134,3,76,the bear,,the bear
54135,3,76,the bear,,the bear
54136,3,76,the bear,,the bear
54141,3,76,the bear,,the bear
54142,3,76,the bear,,the bear
54150,3,76,the bear,,the bear
54151,3,76,the chair,,the chair
54153,3,76,the bear,,the bear
54185,3,76,the elephant,,the elephant
54186,3,76,the elephant,,the elephant
54217,3,76,the red,,the red
54256,3,76,the circle,,the circle
54258,3,76,the heart,,the heart
54261,3,76,the diamond,,the diamond
54266,3,76,the rectangle,,the rectangle
54272,3,76,the green,,the green
54329,3,76,a book,,a book
54342,3,76,the road,,the road
54343,3,76,the trucks,,the trucks
54347,3,76,the tunnels,,the tunnels
54348,3,76,the trees,,the trees
54349,3,76,the trees,,the trees
54350,3,76,the trees,,the trees
54355,3,76,the bridge,,the bridge
54356,3,76,the water,,the water
54359,3,76,the breadtruck,,the breadtruck
54361,3,76,the bread,,the bread
54362,3,76,a tree,,a tree
54365,3,76,the tree,,the tree
54367,3,76,the tree,,the tree
54369,3,76,the bread,,the bread
54370,3,76,the bread,,the bread
54373,3,76,a truck,,a truck
54374,3,76,the garbage,,the garbage
54376,3,76,the house,,the house
54377,3,76,the houses,,the houses
54379,3,76,a truck,,a truck
54380,3,76,the ball,,the ball
54384,3,76,a buckettruck,,a buckettruck
54385,3,76,the lights,,the lights
54388,3,76,the lights,,the lights
54391,3,76,the man,,the man
54392,3,76,the man,,the man
54397,3,76,a truck,,a truck
54398,3,76,the birds,,the birds
54399,3,76,the birds,,the birds
54400,3,76,the bird,,the bird
54404,3,76,the cat,,the cat
54406,3,76,the cat,,the cat
54408,3,76,the cat,,the cat
54410,3,76,the door,,the door
54412,3,76,the cat,,the cat
54413,3,76,the cat,,the cat
54417,3,76,the birds,,the birds
54425,3,76,the birds,,the birds
54426,3,76,the birds,,the birds
54427,3,76,the birds,,the birds
54429,3,76,the birds,,the birds
54433,3,76,a movingtruck,,a movingtruck
54434,3,76,the dresser,,the dresser
54436,3,76,the dresser,,the dresser
54439,3,76,the trees,,the trees
54443,3,76,the hotdog,,the hotdog
54445,3,76,the hotdog,,the hotdog
54448,3,76,the icecream,,the icecream
54451,3,76,the bird,,the bird
54456,3,76,the dog,,the dog
54458,3,76,the dog,,the dog
54459,3,76,the dog,,the dog
54462,3,76,the pop,,the pop
54469,3,76,a dumptruck,,a dumptruck
54470,3,76,the dirt,,the dirt
54482,3,76,a truck,,a truck
54483,3,76,the man,,the man
54487,3,76,the road,,the road
54506,3,76,the baby,,the baby
54508,3,76,the baby,,the baby
54510,3,76,the duck,,the duck
54512,3,76,the orange,,the orange
54514,3,76,the pants,,the pants
54516,3,76,the shoes,,the shoes
54517,3,76,the shoes,,the shoes
54529,3,76,the baby,,the baby
54532,3,76,the ball,,the ball
54534,3,76,the horsie,,the horsie
54536,3,76,the horsie,,the horsie
54539,3,76,the horsie,,the horsie
54541,3,76,the froggie,,the froggie
54546,3,76,the duck,,the duck
54548,3,76,the duck,,the duck
54550,3,76,the duck,,the duck
54559,3,76,the baby,,the baby
54566,3,76,the firetruck,,the firetruck
54568,3,76,the firetruck,,the firetruck
54569,3,76,the firetruck,,the firetruck
54572,3,76,the shoes,,the shoes
54574,3,76,the baby,,the baby
54581,3,76,the froggie,,the froggie
54583,3,76,the frog,,the frog
54586,3,76,the pear,,the pear
54591,3,76,the leaf,,the leaf
54592,3,76,a leaf,,a leaf
54594,3,76,the baby,,the baby
54600,3,76,the duck,,the duck
54602,3,76,the duck,,the duck
54605,3,76,the banana,,the banana
54608,3,76,the lemon,,the lemon
54615,3,76,the bird,,the bird
54616,3,76,the bird,,the bird
54617,3,76,the bird,,the bird
54619,3,76,the pants,,the pants
54622,3,76,the pants,,the pants
54625,3,76,the baby,,the baby
54632,3,76,the girl,,the girl
54642,3,76,the juice,,the juice
54646,3,76,the orange,,the orange
54648,3,76,the orange,,the orange
54649,3,76,the carrots,,the carrots
54656,3,76,the baby,,the baby
54658,3,76,the baby,,the baby
54666,3,76,the grapes,,the grapes
54668,3,76,the grapes,,the grapes
54669,3,76,the grapes,,the grapes
54670,3,76,the grape,,the grape
54674,3,76,the flower,,the flower
54675,3,76,the flower,,the flower
54676,3,76,the flower,,the flower
54680,3,76,the flower,,the flower
54684,3,76,the yogurt,,the yogurt
54686,3,76,the mouth,,the mouth
54690,3,76,the blankey,,the blankey
54701,3,76,a cow,,a cow
54702,3,76,a cow,,a cow
54704,3,76,the horsie,,the horsie
54706,3,76,the horsie,,the horsie
54708,3,76,the horsie,,the horsie
54710,3,76,the candy,,the candy
54711,3,76,the chocolate,,the chocolate
54714,3,76,the teddybear,,the teddybear
54717,3,76,the girl,,the girl
54719,3,76,the girl,,the girl
54724,3,76,the ant,,the ant
54726,3,76,the ant,,the ant
54731,3,76,the tire,,the tire
54734,3,76,the sheep,,the sheep
54737,3,76,the coat,,the coat
54741,3,76,a coat,,a coat
54744,3,76,the milk,,the milk
54747,3,76,the baby,,the baby
54749,3,76,the truck,,the truck
54763,3,76,the rabbit,,the rabbit
54764,3,76,the rabbit,,the rabbit
54766,3,76,the rabbit,,the rabbit
54770,3,76,the rabbit,,the rabbit
54773,3,76,the fish,,the fish
54776,3,76,the koalabear,,the koalabear
54779,3,76,the boy,,the boy
54781,3,76,the teddybear,,the teddybear
54782,3,76,the teddybear,,the teddybear
54788,3,76,the zebra,,the zebra
54789,3,76,the zebra,,the zebra
54792,3,76,the doggie,,the doggie
54796,3,76,the dog,,the dog
54797,3,76,the ball,,the ball
54799,3,76,the ball,,the ball
54801,3,76,the ball,,the ball
54804,3,76,the bird,,the bird
54852,3,76,the front,,the front
54883,3,76,the butterfly,,the butterfly
54885,3,76,the butterfly,,the butterfly
54897,3,76,the book,,the book
54899,3,76,the button,,the button
54900,3,76,the button,,the button
54901,3,76,the button,,the button
54920,3,76,the dog,,the dog
54921,3,76,the doggie,,the doggie
54922,3,76,the doggie,,the doggie
54929,3,76,the chicken,,the chicken
54931,3,76,the chicken,,the chicken
54973,3,76,a boy,,a boy
54977,3,76,the airport,,the airport
55000,3,76,the matter,,the matter
55033,3,76,a hug,,a hug
55123,3,76,the garbage,,the garbage
55125,3,76,the paper,,the paper
55129,3,76,the airport,,the airport
55130,3,76,the airplane,,the airplane
55137,3,76,the airplane,,the airplane
55138,3,76,the airplane,,the airplane
55146,3,76,the ball,,the ball
55148,3,76,the toys,,the toys
55149,3,76,the car,,the car
55152,3,76,the helicopter,,the helicopter
55155,3,76,the car,,the car
55156,3,76,the helicopter,,the helicopter
55157,3,76,the lady,,the lady
55158,3,76,the lady,,the lady
55159,3,76,the lady,,the lady
55160,3,76,the lady,,the lady
55169,3,76,the table,,the table
55180,3,76,the car,,the car
55189,3,76,the helicopter,,the helicopter
55244,3,76,the road,,the road
55261,3,76,the car,,the car
55281,3,76,the car,,the car
55328,3,76,the table,,the table
55356,3,76,the ball,,the ball
55358,3,76,the ball,,the ball
55359,3,76,the ball,,the ball
55360,3,76,the ball,,the ball
55368,3,76,the ball,,the ball
55370,3,76,the ball,,the ball
55371,3,76,the toys,,the toys
55372,3,76,the toys,,the toys
55373,3,76,the ball,,the ball
55386,3,76,the helicopter,,the helicopter
55391,3,76,the cars,,the cars
55442,3,76,the ball,,the ball
55448,3,76,the ball,,the ball
55473,3,76,the ball,,the ball
55499,3,76,the way,,the way
55543,3,76,the ball,,the ball
55544,3,76,the ball,,the ball
55559,3,76,the water,,the water
55561,3,76,the water,,the water
55595,3,76,the ball,,the ball
55597,3,76,the ball,,the ball
55609,3,76,the ball,,the ball
55610,3,76,the ball,,the ball
55654,3,76,the ball,,the ball
55656,3,76,the ball,,the ball
55663,3,76,the door,,the door
55666,3,76,the ball,,the ball
55667,3,76,the ball,,the ball
55683,3,77,the matter,,the matter
55699,3,77,the book,,the book
55713,3,77,a spanking,,a spanking
55737,3,77,a spanking,,a spanking
55771,3,77,the ham,,the ham
55827,3,77,a spanking,,a spanking
55837,3,77,a nap,,a nap
55866,3,77,the pig,,the pig
55878,3,77,the one,,the one
55896,3,77,a eye,,a eye
55993,3,77,the baby,,the baby
55995,3,77,the baby,,the baby
55997,3,77,the baby,,the baby
55998,3,77,the baby,,the baby
55999,3,77,the baby,,the baby
56000,3,77,the baby,,the baby
56001,3,77,the baby,,the baby
56029,3,77,the baby,,the baby
56030,3,77,the baby,,the baby
56033,3,77,the baby,,the baby
56101,3,78,the car,,the car
56102,3,78,the car,,the car
56120,3,78,the hill,,the hill
56122,3,78,the hill,,the hill
56127,3,78,a snowcone,,a snowcone
56141,3,78,a mess,,a mess
56144,3,78,a nap,,a nap
56146,3,78,a song,,a song
56184,3,78,a bit,,a bit
56197,3,78,a bit,,a bit
56201,3,78,the music,,the music
56215,3,78,the dishes,,the dishes
56216,3,78,a boy,,a boy
56218,3,78,a bit,,a bit
56223,3,78,the kitchen,,the kitchen
56232,3,78,the television,,the television
56237,3,78,the tv,,the tv
56240,3,78,the television,,the television
56241,3,78,the puppy,,the puppy
56242,3,78,the puppy,,the puppy
56243,3,78,the puppy,,the puppy
56245,3,78,a while,,a while
56246,3,78,a puppy,,a puppy
56250,3,78,a couple,,a couple
56251,3,78,the puppy,,the puppy
56252,3,78,the puppy,,the puppy
56287,3,78,a car,,a car
56293,3,78,a drink,,a drink
56301,3,78,the television,,the television
56323,3,78,a shirt,,a shirt
56352,3,78,the cars,,the cars
56358,3,78,the rag,,the rag
56372,3,78,the matter,,the matter
56382,3,78,the matter,,the matter
56398,3,78,a while,,a while
56404,3,78,the music,,the music
56406,3,78,the kitchen,,the kitchen
56414,3,78,the drum,,the drum
56445,3,78,the sticks,,the sticks
56464,3,78,the drum,,the drum
56467,3,78,the drum,,the drum
56478,3,78,the tv,,the tv
56482,3,78,a story,,a story
56484,3,78,the dance,,the dance
56501,3,78,the cars,,the cars
56503,3,78,a book,,a book
56505,3,78,a book,,a book
56569,3,78,the angel,,the angel
56598,3,78,a boy,,a boy
56616,3,78,the apple,,the apple
56620,3,78,the ball,,the ball
56624,3,78,the cake,,the cake
56628,3,78,a cake,,a cake
56629,3,78,the cake,,the cake
56630,3,78,the cake,,the cake
56632,3,78,the letter,,the letter
56634,3,78,the letter,,the letter
56637,3,78,the letter,,the letter
56645,3,78,the elephant,,the elephant
56648,3,78,the letter,,the letter
56651,3,78,the letter,,the letter
56655,3,78,the flashlight,,the flashlight
56659,3,78,the firefly,,the firefly
56664,3,78,the letter,,the letter
56668,3,78,the goat,,the goat
56671,3,78,the house,,the house
56677,3,78,the letter,,the letter
56681,3,78,the letter,,the letter
56684,3,78,the letter,,the letter
56686,3,78,the letter,,the letter
56699,3,78,the owl,,the owl
56701,3,78,the mouse,,the mouse
56703,3,78,the letter,,the letter
56706,3,78,the letter,,the letter
56709,3,78,the letter,,the letter
56711,3,78,the letter,,the letter
56723,3,78,the W,,the W
56727,3,78,the letter,,the letter
56728,3,78,the letter,,the letter
56746,3,78,the book,,the book
56752,3,78,the cars,,the cars
56763,3,78,the stars,,the stars
56770,3,78,a swirl,,a swirl
56792,3,78,a ball,,a ball
56793,3,78,a house,,a house
56794,3,78,a roof,,a roof
56819,3,78,a tree,,a tree
56827,3,78,a ball,,a ball
56829,3,78,the ball,,the ball
56831,3,78,a tie,,a tie
56833,3,78,a tie,,a tie
56834,3,78,a shirt,,a shirt
56839,3,78,the page,,the page
56841,3,78,a needle,,a needle
56844,3,78,the inside,,the inside
56854,3,78,a cap,,a cap
56864,3,78,the farm,,the farm
56867,3,78,a barnyard,,a barnyard
56876,3,78,a farmer,,a farmer
56877,3,78,the shovel,,the shovel
56881,3,78,a calf,,a calf
56882,3,78,the baby,,the baby
56884,3,78,the baby,,the baby
56891,3,78,the babies,,the babies
56893,3,78,the baby,,the baby
56894,3,78,the baby,,the baby
56897,3,78,the baby,,the baby
56906,3,78,the baby,,the baby
56907,3,78,the piglets,,the piglets
56908,3,78,a kiss,,a kiss
56915,3,78,a snout,,a snout
56916,3,78,the horses,,the horses
56921,3,78,the mommy,,the mommy
56922,3,78,the babies,,the babies
56932,3,78,the tractor,,the tractor
56934,3,78,the tires,,the tires
56935,3,78,the tractor,,the tractor
56946,3,78,the wheat,,the wheat
56948,3,78,the tanker,,the tanker
56950,3,78,the pickup,,the pickup
56952,3,78,the allterrain,,the allterrain
56961,3,78,a pineapple,,a pineapple
56964,3,78,the pineapple,,the pineapple
56972,3,78,the oranges,,the oranges
56976,3,78,a carrot,,a carrot
56985,3,78,the peppers,,the peppers
57002,3,78,the car,,the car
57004,3,78,the wheatfield,,the wheatfield
57030,3,78,a crash,,a crash
57073,3,80,the doggie,,the doggie
57106,3,80,the ball,,the ball
57110,3,80,the ball,,the ball
57113,3,80,the ball,,the ball
57115,3,80,the ball,,the ball
57131,3,80,the ball,,the ball
57134,3,80,the piano,,the piano
57139,3,80,the raisins,,the raisins
57182,3,80,the ball,,the ball
57183,3,80,the bubbles,,the bubbles
57207,3,80,a bee,,a bee
57218,3,80,the head,,the head
57222,3,80,the butterfly,,the butterfly
57228,3,80,a butterfly,,a butterfly
57229,3,80,the flower,,the flower
57230,3,80,the house,,the house
57242,3,80,the butterfly,,the butterfly
57245,3,80,a butterfly,,a butterfly
57267,3,80,the grass,,the grass
57276,3,80,a butterfly,,a butterfly
57294,3,80,a butterfly,,a butterfly
57302,3,80,a break,,a break
57376,3,80,a flower,,a flower
57437,3,80,the house,,the house
57442,3,80,a raisin,,a raisin
57487,3,80,the cup,,the cup
57488,3,80,a mess,,a mess
57517,3,80,the raisins,,the raisins
57520,3,80,the raisins,,the raisins
57529,3,80,a raisin,,a raisin
57558,3,80,the table,,the table
57577,3,80,a mess,,a mess
57588,3,80,the chair,,the chair
57591,3,80,a box,,a box
57596,3,80,the raisins,,the raisins
57632,3,80,the raisins,,the raisins
57671,3,80,the road,,the road
57674,3,80,the wheel,,the wheel
57676,3,80,the wheel,,the wheel
57684,3,80,the backseat,,the backseat
57695,3,80,the table,,the table
57699,3,80,the table,,the table
57705,3,80,the table,,the table
57706,3,80,the table,,the table
57767,3,80,the door,,the door
57791,3,80,the book,,the book
57807,3,80,the matter,,the matter
57840,3,80,the house,,the house
57844,3,80,the book,,the book
57948,3,80,a day,,a day
57961,3,80,the book,,the book
57973,3,80,a nap,,a nap
58004,3,80,the house,,the house
58012,3,80,a class,,a class
58093,3,80,a habit,,a habit
58105,3,80,the garden,,the garden
58129,3,80,the garden,,the garden
58130,3,80,a pile,,a pile
58132,3,80,a toy,,a toy
58138,3,80,the raisins,,the raisins
58154,3,80,a ant,,a ant
58161,3,80,a walk,,a walk
58164,3,80,a walk,,a walk
58174,3,80,the doorbell,,the doorbell
58187,3,80,a bit,,a bit
58190,3,80,the house,,the house
58202,3,80,the bubbles,,the bubbles
58205,3,80,the bubble,,the bubble
58220,3,80,the bubbles,,the bubbles
58227,3,80,the bubbles,,the bubbles
58285,3,80,the bag,,the bag
58331,3,80,a circle,,a circle
58337,3,80,the circle,,the circle
58346,3,80,a minute,,a minute
58347,3,80,a raisin,,a raisin
58369,3,80,the wall,,the wall
58395,3,80,a crybaby,,a crybaby
58444,3,81,the remote,,the remote
58612,3,81,the book,,the book
58626,3,81,a circle,,a circle
58642,3,81,a sun,,a sun
58643,3,81,a sun,,a sun
58696,3,81,a favor,,a favor
58732,3,81,the crayons,,the crayons
58762,3,81,the crayons,,the crayons
58763,3,81,the crayons,,the crayons
58776,3,81,the doors,,the doors
58815,3,81,a glob,,a glob
58817,3,81,a bit,,a bit
58818,3,81,a bottle,,a bottle
58828,3,81,a bit,,a bit
